Collection,Parent Object,Child Object,Property,Value,Data File,Units,Band,Date From,Date To,Timeslice,Action,Expression,Scenario,Memo,Category,Tech_simple
Generators,System,Hydro_Reservoir_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,RE_VOM_Charge,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Rating Factor,100,DeratedMaintenance,%,1,,,,=,,Derated_maintenance,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Ramp Up Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Ramp Down Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Max Capacity Factor Month,100,,%,1,,,,=,HydroCF_BAL,HydroReservoir_MonthlyCF,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Max Capacity Factor Year,100,,%,1,,,,=,HydroCF_BAL_annual,HydroReservoir_AnnualCF,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Min Capacity Factor,30,,%,1,,,,x,HydroCF_BAL_decimal,AllHydroMustRunLims,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Min Capacity Factor Day,30,,%,1,,,,x,HydroCF_BAL_decimal,HydroReservoir_DailyMustRun,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Min Capacity Factor Month,100,,%,1,,,,=,HydroCF_BAL,HydroReservoir_MonthlyCF,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Min Capacity Factor Month,30,,%,1,,,,x,HydroCF_BAL_decimal,HydroReservoir_MonthlyMustRun,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Min Capacity Factor Year,100,,%,1,,,,=,HydroCF_BAL_annual,HydroReservoir_AnnualCF,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Min Energy Penalty,1000,,$/GWh,1,,,,=,,MinHydroPenalty,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Forced Outage Rate,0,ForcedOutageRate,%,1,,,,=,,ForcedOutages,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Forced Outage Rate,0,ForcedOutageRate,%,2,,,,=,,ForcedOutages,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Maintenance Rate,0,MaintenanceRate,%,3,,,,=,,Maintenance,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Outage Rating,0,OutageRating,MW,2,,,,=,,ForcedOutages,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,1,,,,=,,,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,2,,,,=,,,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,3,,,,=,,,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,z,0,ForcedOutageRate,-,1,,,,=,,ForcedOutages,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_Reservoir_BAL,z,0,MaintenanceRate,-,2,,,,=,,Maintenance,,Agg_BAL,Hydro Reservoir
Generators,System,Hydro_RoR_BAL,Unit Commitment Optimality,Linear,,-,1,,,,=,,Linear_Gas_Etc,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Units,0,Units,-,1,,,,=,,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Max Capacity,0,MaxCapacity,MW,1,,,,=,,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Min Stable Level,0,MinStableLevel,MW,1,,,,=,,MinStableLevels,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Min Stable Level,0,MinStableLevelFlex,MW,1,,,,=,,FlexibleMSL,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,RE_VOM_Charge,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Rating Factor,0,,%,1,,,,=,HydroCF_BAL,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Ramp Up Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Ramp Down Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Min Capacity Factor,0,,%,1,,,,=,HydroCF_BAL,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Firm Capacity,0,MaxCapacity,MW,1,,,,x,HydroCF_BAL_decimal,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Forced Outage Rate,0,ForcedOutageRate,%,1,,,,=,,RoR_ForcedOutages,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Forced Outage Rate,0,ForcedOutageRate,%,2,,,,=,,RoR_ForcedOutages,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Maintenance Rate,0,MaintenanceRate,%,3,,,,=,,RoR_Maintenance,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Outage Rating,0,OutageRating,MW,2,,,,=,,RoR_ForcedOutages,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,1,,,,=,,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,2,,,,=,,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,3,,,,=,,,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,z,0,ForcedOutageRate,-,1,,,,=,,RoR_ForcedOutages,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoR_BAL,z,0,MaintenanceRate,-,2,,,,=,,RoR_Maintenance,,Agg_BAL,Hydro RoR
Generators,System,Hydro_RoRpondage_BAL,Unit Commitment Optimality,Linear,,-,1,,,,=,,Linear_Gas_Etc,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Units,0,Units,-,1,,,,=,,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Capacity,0,MaxCapacity,MW,1,,,,=,,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Stable Level,0,MinStableLevel,MW,1,,,,=,,MinStableLevels,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Stable Level,0,MinStableLevelFlex,MW,1,,,,=,,FlexibleMSL,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,RE_VOM_Charge,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Rating Factor,100,DeratedMaintenance,%,1,,,,=,,Derated_maintenance,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Ramp Up Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Ramp Down Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Capacity Factor Day,0,,%,1,,,,=,HydroCF_BAL,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Capacity Factor Day,0,,%,1,,,,=,HydroCF_BAL,HydroRoR_DailyCF,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Max Capacity Factor Month,0,,%,1,,,,=,HydroCF_BAL,HydroRoR_MonthlyCF,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Capacity Factor,30,,%,1,,,,x,HydroCF_BAL,AllHydroMustRunLims,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Capacity Factor Day,0,,%,1,,,,=,HydroCF_BAL,HydroRoR_DailyCF,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Capacity Factor Day,30,,%,1,,,,x,HydroCF_BAL_decimal,HydroRoR_DailyMustRun,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Capacity Factor Month,0,,%,1,,,,=,HydroCF_BAL,HydroRoR_MonthlyCF,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Min Energy Penalty,1000,,$/GWh,1,,,,=,,MinHydroPenalty,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Firm Capacity,0,MaxCapacity,MW,1,,,,x,HydroCF_BAL_decimal,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Forced Outage Rate,0,ForcedOutageRate,%,1,,,,=,,ForcedOutages,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Forced Outage Rate,0,ForcedOutageRate,%,2,,,,=,,ForcedOutages,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Maintenance Rate,0,MaintenanceRate,%,3,,,,=,,Maintenance,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Outage Rating,0,OutageRating,MW,2,,,,=,,ForcedOutages,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,1,,,,=,,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,2,,,,=,,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,3,,,,=,,,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,z,0,ForcedOutageRate,-,1,,,,=,,ForcedOutages,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_RoRpondage_BAL,z,0,MaintenanceRate,-,2,,,,=,,Maintenance,,Agg_BAL,Hydro RoRpondage
Generators,System,Hydro_Pumpback_Conv_BAL,Unit Commitment Optimality,Linear,,-,1,,,,=,,Linear_Gas_Etc,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Decomposition Method,Shadow Prices,,-,1,,,,=,,HydroDecom_Price,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Units,0,Units,-,1,,,,=,,,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Capacity,0,MaxCapacity,MW,1,,,,=,,,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Stable Level,0,MinStableLevel,MW,1,,,,=,,MinStableLevels,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Stable Level,0,MinStableLevelFlex,MW,1,,,,=,,FlexibleMSL,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,RE_VOM_Charge,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Rating Factor,100,DeratedMaintenance,%,1,,,,=,,Derated_maintenance,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Ramp Up Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Ramp Down Charge,1.00E-06,,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Capacity Factor Month,50,,%,1,,,,=,HydroCF_BAL,HydroReservoir_MonthlyCF,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Max Capacity Factor Year,100,,%,1,,,,=,HydroCF_BAL_annual,HydroReservoir_AnnualCF,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Capacity Factor,30,,%,1,,,,x,HydroCF_BAL_decimal,AllHydroMustRunLims,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Capacity Factor Day,30,,%,1,,,,x,HydroCF_BAL_decimal,HydroReservoir_DailyMustRun,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Capacity Factor Month,50,,%,1,,,,=,HydroCF_BAL,HydroReservoir_MonthlyCF,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Capacity Factor Month,30,,%,1,,,,x,HydroCF_BAL_decimal,HydroReservoir_MonthlyMustRun,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Capacity Factor Year,100,,%,1,,,,=,HydroCF_BAL_annual,HydroReservoir_AnnualCF,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Min Energy Penalty,1000,,$/GWh,1,,,,=,,MinHydroPenalty,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Forced Outage Rate,0,ForcedOutageRate,%,1,,,,=,,ForcedOutages,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Forced Outage Rate,0,ForcedOutageRate,%,2,,,,=,,ForcedOutages,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Maintenance Rate,0,MaintenanceRate,%,3,,,,=,,Maintenance,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Outage Rating,0,OutageRating,MW,2,,,,=,,ForcedOutages,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,1,,,,=,,,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,2,,,,=,,,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,3,,,,=,,,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,z,0,ForcedOutageRate,-,1,,,,=,,ForcedOutages,,Agg_BAL,Hydro PSH
Generators,System,Hydro_Pumpback_Conv_BAL,z,0,MaintenanceRate,-,2,,,,=,,Maintenance,,Agg_BAL,Hydro PSH
Generators,System,CHP_Coal_BAL,Unit Commitment Optimality,Linear,,-,1,,,,=,,LinearRelaxation,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Units,0,Units,-,1,,,,=,,,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Max Capacity,0,MaxCapacity,MW,1,,,,=,,,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Start Cost,0,StartCost,$,1,,,,=,,StartCostsSingle,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Start Cost,0,StartCost,$,3,,,,=,,StartCostsThreeband,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Start Cost Time,0,StartCostTime,h,3,,,,=,,StartCostsThreeband,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Run Up Rate,0,RunUpRate,MW/min,3,,,,=,,RunUpRates,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Rating Factor,100,RatingFactor,%,1,,,,=,,,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Min Up Time,0,MinUpTime,h,1,,,,=,,MinUpAndDownTime,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Min Down Time,0,MinDownTime,h,1,,,,=,,MinUpAndDownTime,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Commit,0,Units,-,1,,,,=,,,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Ramp Up Charge,0,RampUpCharge,$/MW,1,,,,=,,RampCharges,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Ramp Down Charge,0,RampDownCharge,$/MW,1,,,,=,,RampCharges,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Min Capacity Factor Month,60,,%,1,,,,=,,MinCF_Coal_NZE2030,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Min Capacity Factor Month,65,,%,1,,,,=,,MinCF_Coal_NZE2030_65pc,,Agg_BAL,CHP Biomass
Generators,System,CHP_Coal_BAL,Min Capacity Factor Month,70,,%,1,,,,=,,MinCF_Coal_NZE2030_70pc,,Agg_BAL,CHP Biomass
Generators,System,Oil_GT_1_BAL,Unit Commitment Optimality,Linear,,-,1,,,,=,,Linear_Gas_Etc,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Units,0,Units,-,1,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Max Capacity,0,MaxCapacity,MW,1,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Min Stable Level,0,MinStableLevel,MW,1,,,,=,,MinStableLevels,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Min Stable Level,0,MinStableLevelFlex,MW,1,,,,=,,FlexibleMSL,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Heat Rate,0,HeatRate,GJ/MWh,1,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Start Cost,0,StartCost,$,1,,,,=,,StartCostsSingle,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Start Cost,0,StartCost,$,3,,,,=,,StartCostsThreeband,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Start Cost Time,0,StartCostTime,h,3,,,,=,,StartCostsThreeband,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Run Up Rate,0,RunUpRate,MW/min,3,,,,=,,RunUpRates,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Rating Factor,100,DeratedMaintenance,%,1,,,,=,,Derated_maintenance,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Min Up Time,0,MinUpTime,h,1,,,,=,,MinUpAndDownTime,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Min Down Time,0,MinDownTime,h,1,,,,=,,MinUpAndDownTime,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Max Ramp Up,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Max Ramp Up,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Ramp Up Charge,0,RampUpCharge,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Max Ramp Down,0,MaxRamp,MW/min,1,,,,=,,RampRates,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Max Ramp Down,0,MaxRampFlex,MW/min,1,,,,=,,FlexibleRR,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Ramp Down Charge,0,RampDownCharge,$/MW,1,,,,=,,RampCharges,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Aux Incr,0,AuxLosses,%,1,,,,=,,AuxLosses,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Forced Outage Rate,0,ForcedOutageRate,%,1,,,,=,,ForcedOutages,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Forced Outage Rate,0,ForcedOutageRate,%,2,,,,=,,ForcedOutages,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Maintenance Rate,0,MaintenanceRate,%,3,,,,=,,Maintenance,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Outage Rating,0,OutageRating,MW,2,,,,=,,ForcedOutages,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,1,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,2,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,Mean Time to Repair,24,MeanTimetoRepair,h,3,,,,=,,,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,z,0,ForcedOutageRate,-,1,,,,=,,ForcedOutages,,Agg_BAL,Oil
Generators,System,Oil_GT_1_BAL,z,0,MaintenanceRate,-,2,,,,=,,Maintenance,,Agg_BAL,Oil
Generators,System,CHP_Coal_BAL,Unit Commitment Optimality,Linear,,-,1,,,,=,,LinearRelaxation,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Units,0,Units,-,1,,,,=,,,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Max Capacity,0,MaxCapacity,MW,1,,,,=,,,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,VO&M Charge,0,VOMCharge,$/MWh,1,,,,=,,,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,FO&M Charge,0,FOMCharge,$/kW/yr,1,,,,=,,FOM_Charge,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Start Cost,0,StartCost,$,1,,,,=,,StartCostsSingle,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Start Cost,0,StartCost,$,3,,,,=,,StartCostsThreeband,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Start Cost Time,0,StartCostTime,h,3,,,,=,,StartCostsThreeband,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Run Up Rate,0,RunUpRate,MW/min,3,,,,=,,RunUpRates,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Rating Factor,100,RatingFactor,%,1,,,,=,,,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Min Up Time,0,MinUpTime,h,1,,,,=,,MinUpAndDownTime,,Agg_BAL,CHP Oil
Generators,System,CHP_Coal_BAL,Min Down Time,0,MinDownTime,h,1,,,,=,,MinUpAndDownTime,,Agg_BAL,CHP Oil
